,Sequence_477,Sequence_476,Sequence_475,Sequence_474,Sequence_473,Sequence_472,Sequence_471,Sequence_470,Sequence_469,Sequence_468,Sequence_467,Sequence_466,Sequence_465,Sequence_464,Sequence_463,Sequence_462,Sequence_461,Sequence_460,Sequence_459,Sequence_458,Sequence_457,Sequence_456,Sequence_455,Sequence_454,Sequence_453,Sequence_452,Sequence_451,Sequence_450,Sequence_449,Sequence_448,Sequence_447,Sequence_446,Sequence_445,Sequence_444,Sequence_443,Sequence_442,Sequence_441,Sequence_440,Sequence_439,Sequence_438,Sequence_437,Sequence_436,Sequence_435,Sequence_434,Sequence_433,Sequence_432,Sequence_431,Sequence_430,Sequence_429,Sequence_428,Sequence_427,Sequence_426,Sequence_425,Sequence_424,Sequence_423,Sequence_422,Sequence_421,Sequence_420,Sequence_419,Sequence_418,Sequence_417,Sequence_416,Sequence_415,Sequence_414,Sequence_413,Sequence_412,Sequence_411,Sequence_410,Sequence_409,Sequence_408,Sequence_407,Sequence_406,Sequence_405,Sequence_404,Sequence_403,Sequence_402,Sequence_401,Sequence_400,Sequence_399,Sequence_398,Sequence_397,Sequence_396,Sequence_395,Sequence_394,Sequence_393,Sequence_392,Sequence_391,Sequence_390,Sequence_389,Sequence_388,Sequence_387,Sequence_386,Sequence_385,Sequence_384,Sequence_383,Sequence_382,Sequence_381,Sequence_380,Sequence_379,Sequence_378,Sequence_377,Sequence_376,Sequence_375,Sequence_374,Sequence_373,Sequence_372,Sequence_371,Sequence_370,Sequence_369,Sequence_368,Sequence_367,Sequence_366,Sequence_365,Sequence_364,Sequence_363,Sequence_362,Sequence_361,Sequence_360,Sequence_359,Sequence_358,Sequence_357,Sequence_356,Sequence_355,Sequence_354,Sequence_353,Sequence_352,Sequence_351,Sequence_350,Sequence_349,Sequence_348,Sequence_347,Sequence_346,Sequence_345,Sequence_344,Sequence_343,Sequence_342,Sequence_341,Sequence_340,Sequence_339,Sequence_338,Sequence_337,Sequence_336,Sequence_335,Sequence_334,Sequence_333,Sequence_332,Sequence_331,Sequence_330,Sequence_329,Sequence_328,Sequence_327,Sequence_326,Sequence_325,Sequence_324,Sequence_323,Sequence_322,Sequence_321,Sequence_320,Sequence_319,Sequence_318,Sequence_317,Sequence_316,Sequence_315,Sequence_314,Sequence_313,Sequence_312,Sequence_311,Sequence_310,Sequence_309,Sequence_308,Sequence_307,Sequence_306,Sequence_305,Sequence_304,Sequence_303,Sequence_302,Sequence_301,Sequence_300,Sequence_299,Sequence_298,Sequence_297,Sequence_296,Sequence_295,Sequence_294,Sequence_293,Sequence_292,Sequence_291,Sequence_290,Sequence_289,Sequence_288,Sequence_287,Sequence_286,Sequence_285,Sequence_284,Sequence_283,Sequence_282,Sequence_281,Sequence_280,Sequence_279,Sequence_278,Sequence_277,Sequence_276,Sequence_275,Sequence_274,Sequence_273,Sequence_272,Sequence_271,Sequence_270,Sequence_269,Sequence_268,Sequence_267,Sequence_266,Sequence_265,Sequence_264,Sequence_263,Sequence_262,Sequence_261,Sequence_260,Sequence_259,Sequence_258,Sequence_257,Sequence_256,Sequence_255,Sequence_254,Sequence_253,Sequence_252,Sequence_251,Sequence_250,Sequence_249,Sequence_248,Sequence_247,Sequence_246,Sequence_245,Sequence_244,Sequence_243,Sequence_242,Sequence_241,Sequence_240,Sequence_239,Sequence_238,Sequence_237,Sequence_236,Sequence_235,Sequence_234,Sequence_233,Sequence_232,Sequence_231,Sequence_230,Sequence_229,Sequence_228,Sequence_227,Sequence_226,Sequence_225,Sequence_224,Sequence_223,Sequence_222,Sequence_221,Sequence_220,Sequence_219,Sequence_218,Sequence_217,Sequence_216,Sequence_215,Sequence_214,Sequence_213,Sequence_212,Sequence_211,Sequence_210,Sequence_209,Sequence_208,Sequence_207,Sequence_206,Sequence_205,Sequence_204,Sequence_203,Sequence_202,Sequence_201,Sequence_200,Sequence_199,Sequence_198,Sequence_197,Sequence_196,Sequence_195,Sequence_194,Sequence_193,Sequence_192,Sequence_191,Sequence_190,Sequence_189,Sequence_188,Sequence_187,Sequence_186,Sequence_185,Sequence_184,Sequence_183,Sequence_182,Sequence_181,Sequence_180,Sequence_179,Sequence_178,Sequence_177,Sequence_176,Sequence_175,Sequence_174,Sequence_173,Sequence_172,Sequence_171,Sequence_170,Sequence_169,Sequence_168,Sequence_167,Sequence_166,Sequence_165,Sequence_164,Sequence_163,Sequence_162,Sequence_161,Sequence_160,Sequence_159,Sequence_158,Sequence_157,Sequence_156,Sequence_155,Sequence_154,Sequence_153,Sequence_152,Sequence_151,Sequence_150,Sequence_149,Sequence_148,Sequence_147,Sequence_146,Sequence_145,Sequence_144,Sequence_143,Sequence_142,Sequence_141,Sequence_140,Sequence_139,Sequence_138,Sequence_137,Sequence_136,Sequence_135,Sequence_134,Sequence_133,Sequence_132,Sequence_131,Sequence_130,Sequence_129,Sequence_128,Sequence_127,Sequence_126,Sequence_125,Sequence_124,Sequence_123,Sequence_122,Sequence_121,Sequence_120,Sequence_119,Sequence_118,Sequence_117,Sequence_116,Sequence_115,Sequence_114,Sequence_113,Sequence_112,Sequence_111,Sequence_110,Sequence_109,Sequence_108,Sequence_107,Sequence_106,Sequence_105,Sequence_104,Sequence_103,Sequence_102,Sequence_101,Sequence_100,Sequence_99,Sequence_98,Sequence_97,Sequence_96,Sequence_95,Sequence_94,Sequence_93,Sequence_92,Sequence_91,Sequence_90,Sequence_89,Sequence_88,Sequence_87,Sequence_86,Sequence_85,Sequence_84,Sequence_83,Sequence_82,Sequence_81,Sequence_80,Sequence_79,Sequence_78,Sequence_77,Sequence_76,Sequence_75,Sequence_74,Sequence_73,Sequence_72,Sequence_71,Sequence_70,Sequence_69,Sequence_68,Sequence_67,Sequence_66,Sequence_65,Sequence_64,Sequence_63,Sequence_62,Sequence_61,Sequence_60,Sequence_59,Sequence_58,Sequence_57,Sequence_56,Sequence_55,Sequence_54,Sequence_53,Sequence_52,Sequence_51,Sequence_50,Sequence_49,Sequence_48,Sequence_47,Sequence_46,Sequence_45,Sequence_44,Sequence_43,Sequence_42,Sequence_41,Sequence_40,Sequence_39,Sequence_38,Sequence_37,Sequence_36,Sequence_35,Sequence_34,Sequence_33,Sequence_32,Sequence_31,Sequence_30,Sequence_29,Sequence_28,Sequence_27,Sequence_26,Sequence_25,Sequence_24,Sequence_23,Sequence_22,Sequence_21,Sequence_20,Sequence_19,Sequence_18,Sequence_17,Sequence_16,Sequence_15,Sequence_14,Sequence_13,Sequence_12,Sequence_11,Sequence_10,Sequence_9,Sequence_8,Sequence_7,Sequence_6,Sequence_5,Sequence_4,Sequence_3,Sequence_2
Sequence_390,50.41405917,21.45072642,43.49445958,3.42355235,3.38526345,9.78755294,3.99067072,9.10084197,4.22167267,16.07408044,38.29141377,48.16766913,9.36997815,5.43325276,44.92384538,45.1785894,3.14030022,45.63177053,84.94406095,2.51335317,3.50807739,2.29187778,52.08491328,51.98121215,51.99985642,54.16744556,51.69905765,11.98243525,6.02677726,45.70212841,52.60187096,45.20456142,17.4127708,31.51619261,14.87698721,52.93650036,56.14449288,54.66747544,53.70341699,6.68464538,14.59793097,52.18413449,12.32899694,19.86088235,3.12578942,46.21973434,4.22165286,5.51917204,5.35049653,6.83829576,4.84225063,15.58649181,7.07486023,10.07619518,37.21270866,5.8687017,15.81151152,5.66364053,47.427741,44.52324306,36.84396725,9.6436332,6.48981417,9.62137398,4.27114286,11.86459609,5.21881019,5.57772422,45.71466249,46.5100624,7.2641647,12.39978635,3.86534325,19.86000214,47.48961451,44.5128263,18.61619626,3.48171547,4.32610116,5.26403391,7.30330079,4.44282787,48.29886289,7.35840298,40.35444195,4.97240669,17.95406881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_389,3.4489896,11.68209275,1.21074496,2.40755963,3.05968786,4.39964138,1.40022034,2.24857972,1.8585466,2.08405816,2.18026169,3.76450769,1.80196035,2.02764445,0.76593629,0.8415661,2.98803543,4.11077089,5.71117881,30.68438498,27.30344386,2.76981271,56.22094835,56.45533022,56.34427942,56.45533022,56.45094884,3.21245518,2.55059471,11.55871544,55.77740244,47.47078206,3.13072678,4.71489123,4.35963662,1.42051137,3.7555851,32.78960361,5.67077269,9.48280544,1.59466649,47.46773331,21.90920249,9.27367977,4.29572732,48.70624368,10.92166401,4.75423532,46.08422785,5.75226708,3.48271956,0.52595751,45.70528542,46.80556026,2.56936996,2.90053305,0.80043027,55.04631706,5.71613296,4.16648382,2.93588831,48.90365519,4.97611155,48.36780272,46.0509086,49.34210368,5.55242213,38.20677522,5.64915894,45.94580797,48.45774591,0.84981964,48.52311123,0.89945472,4.4066097,5.78111994,6.68654056,5.03226668,7.87357998,47.30428954,35.65810746,45.77379978,4.72762189,1.83548099,3.35868425,3.9057747,1.22828168,16.58102158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_388,4.31894271,19.59954052,8.27517451,4.33995956,1.99801105,2.78698602,6.61992809,10.5789459,3.49096044,3.24733128,10.75855259,3.80845178,4.6380427,5.81626033,2.7321055,3.54511382,2.71164272,4.2884141,3.93655626,51.52945334,51.15178742,51.09183782,55.74348286,55.29076765,55.32086209,55.30904825,55.30055294,2.63692813,4.0393333,4.35411425,55.26599501,19.51087122,57.71205019,3.29393537,8.28108554,39.1180225,50.17996485,3.94535063,4.1248209,45.76838001,3.56229837,38.14040557,53.32356178,58.1417447,54.65581848,6.2504369,56.23506464,11.15824826,3.07909623,46.59954028,4.06084854,3.13138801,2.67335808,43.08727598,4.85865839,53.13905105,4.08194284,53.28892695,6.0201338,2.00648446,3.35266893,10.1525954,6.57510243,55.00296238,9.53311335,4.8868154,7.40723002,25.47025311,2.65495048,4.62462083,2.48872168,4.22565037,7.13327471,2.64161209,2.0734055,5.01215307,2.54664832,47.33126086,48.76344646,48.67876216,46.88505738,4.07120538,3.14055875,2.28909653,8.70991635,2.38405927,3.52088517,44.96220765,4.64264401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_387,53.8512386,27.62534249,41.73588049,7.68993705,31.71070738,50.55569773,5.38729939,13.59864789,45.49108537,45.73772085,37.49347383,48.47020694,30.45057683,23.61645418,47.31335692,47.241012,44.59478313,9.16748316,6.67511683,53.19976677,53.44137196,52.83736766,22.11637457,17.51055434,13.42578691,10.96526659,15.64719522,42.82805747,48.40244674,46.61798499,12.64362087,43.16705043,48.88412786,48.08563797,8.21497708,52.74725509,55.89045136,53.47674754,53.08745508,53.37200934,12.89420664,48.16908718,56.50249018,44.94117616,52.48867229,47.36682111,6.06926595,48.19690292,8.54640525,7.35733506,53.02959,28.46730265,6.77228891,49.1262018,8.78237987,8.17147297,34.16005215,6.07869374,46.94969901,47.48529497,28.26930373,4.89360122,49.44452567,5.78347761,44.33629843,14.68026645,46.51642593,49.46194038,50.20269544,46.0847057,8.93602126,39.71581128,46.08326799,10.65569863,7.8357655,47.77122205,9.44327896,47.34259957,3.11676898,3.4560889,55.39772032,5.50261562,49.2709017,44.51381661,23.70296286,4.778143,43.87697442,5.35534942,6.88884278,8.20948861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_386,54.67058167,58.36396116,6.46000894,8.30901905,44.89645538,7.91415611,44.46400305,46.18548234,44.54216103,45.1652702,41.39015941,49.59491294,38.68518371,45.10629372,14.84340255,15.42584399,16.64346271,52.7533746,52.74309209,10.14048058,6.86805431,53.42504289,8.19445252,4.8702718,6.71207819,8.62362246,8.19445252,48.85047846,13.37893199,20.16960483,54.13718937,51.65673122,9.43209791,46.25756265,11.60903635,7.40450759,54.96149617,53.58416478,52.64452382,14.67749179,18.44766027,51.13208431,51.2133633,50.82488981,55.0447362,9.19690257,25.01582809,50.04499593,9.38271818,8.64760615,5.12171392,10.27237216,7.33925674,54.53753027,16.6660666,56.76608832,11.88355215,6.70329151,16.18425145,50.57509307,10.55676119,6.09873117,50.88116293,11.0177237,11.33698797,5.92083851,45.89345872,52.6179464,49.04572992,17.42683133,5.67871569,5.14754173,?,14.40167541,48.78647561,49.11528633,37.55216819,55.2065808,13.16167248,11.2549554,55.58801931,5.74510775,50.58670933,44.98541679,51.82792222,5.58508604,8.08712212,7.83679021,13.50853505,45.37710377,7.16616893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_385,9.43479597,6.61262586,4.90597616,6.28061127,5.16650339,3.59439538,6.79835354,7.89188667,5.52693648,6.93908293,6.06330783,8.09929965,6.55222976,5.31420402,4.26269114,5.95780409,7.60014751,2.96575389,3.4392307,5.12552008,6.72378357,50.94105864,54.83785357,55.06881274,54.86564914,54.85238436,54.85584308,42.2778691,44.15895684,2.78349515,55.15825486,2.64141272,11.48997397,8.66509454,6.78127867,4.88898906,50.09979812,51.29053423,52.64233022,53.00676341,4.05348409,18.87623627,53.94162412,49.32485851,54.4425796,4.58471839,56.26336564,49.17558908,46.18839293,47.89626406,50.4695409,4.48031739,44.09477598,51.01095098,49.05037124,9.60766093,3.91059211,50.21450704,5.08811201,14.86791865,5.51474945,9.10038439,47.07247743,25.32133471,46.4537217,47.3969697,48.12601255,2.26691816,48.51681905,5.90895498,50.33363636,4.01288853,46.02708573,7.27691139,47.95695082,9.39275419,8.33714606,45.59340707,49.31750845,47.60575375,48.62240195,49.90343756,41.73210726,7.71871673,46.04804956,6.25940305,6.15397241,48.50007888,7.63093926,6.97358415,44.51136208,3.77524038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_384,51.80362624,47.24567012,45.0297237,48.0260291,43.08245897,16.26459998,48.72034256,49.64066786,49.5682293,48.75354809,49.14202102,49.83366823,50.18490448,46.73692185,47.3291282,47.17482042,47.87153005,6.29202019,5.80447032,56.09149807,55.14625355,55.76368921,53.46811643,53.21979764,53.12026789,49.77907929,53.29404522,12.00731842,48.86955767,50.00857956,53.99368944,49.46364455,55.73062234,41.23907259,7.65997235,51.78577018,55.39762177,54.25276039,54.34779252,53.05761723,16.36282139,46.37061368,25.47133888,57.25111801,53.89645632,8.66717549,6.16717759,29.8457557,6.73970757,7.13312498,16.3366816,45.70378997,6.91101544,2.72627205,50.46738832,7.48225716,43.27525978,7.99461375,38.31869311,48.30916173,12.66828236,5.33626693,49.39832305,5.70328033,6.98463295,10.03067733,13.70105486,47.98745656,50.47822994,13.25999206,4.41910824,44.25020493,43.13028469,44.29079979,51.12309681,49.68033939,8.25762855,11.23442972,7.25838875,7.52364024,94.91583118,5.37189915,50.57945406,7.91859669,46.71821315,6.50998894,46.3623739,6.65016654,47.41473175,10.20605279,6.65035058,7.97965109,17.46046302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_383,3.54526168,53.59769785,6.26481062,5.51354263,6.99742915,2.35275542,9.86341274,3.17137738,4.14873995,45.24404961,48.1496368,45.44555749,5.88203653,3.04192952,4.8937134,4.76181564,49.93213899,5.58141164,5.37550068,2.31187393,3.55854034,37.96258101,4.60628279,4.73562706,4.26347806,6.3957764,4.19660553,49.30740658,4.53970383,5.0744994,4.12077858,47.40882154,54.70286238,3.18203115,49.41344061,2.07402864,2.23137911,1.65450149,7.57829738,3.75183429,2.08887822,45.92218123,42.76702119,56.24815964,2.23562322,7.50099397,54.89111189,49.51236483,2.66819814,47.15988016,48.47369161,3.33352494,50.69031247,49.24001677,50.29889074,9.82283836,4.33008463,53.61071373,45.05448339,3.56618048,5.52717291,52.00469068,2.22269351,55.09332577,7.95135207,49.67394503,7.44412993,24.07521796,1.21704608,8.78212922,51.15634154,3.07313449,2.30566329,4.38335276,2.17696445,3.99564194,3.6832844,46.40675912,48.78226454,49.05562586,10.15864206,8.6131296,1.48684918,4.46892021,10.64965029,48.29950924,4.6000182,46.71512195,4.69673195,3.44584087,51.0741347,9.03013956,5.80000116,13.25851883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_382,3.10676934,56.98228282,3.91214748,2.91744943,5.47696234,3.27515093,1.89864245,1.89864245,1.59836611,2.69504228,5.30532166,43.92565295,4.26123517,2.05799128,7.78415845,14.38011707,4.51355852,47.42174675,47.87772301,39.46320306,39.46320306,6.08019459,9.5928903,9.5928903,9.5928903,9.5928903,9.5928903,2.73399803,0.58721086,4.36529669,56.46750269,27.49452579,43.24721172,2.32197933,57.07819888,4.19604848,8.30159447,1.85531684,3.31670509,3.31670509,4.39140541,26.68515616,2.27461575,8.49405243,4.62632179,3.48570159,55.72050177,5.17768648,2.02751371,69.32863809,2.12255825,3.74229907,3.25437686,4.52380394,5.60397497,54.89268279,5.7915784,54.55078994,8.01174963,4.5503173,3.66224938,4.39409336,4.91145164,9.8618957,4.3678086,5.47913929,6.26284836,7.30798453,4.98450502,53.99831068,1.90087734,3.6250234,41.99100029,3.63224328,6.39935854,54.32425613,3.73534113,48.93826061,48.1309985,47.60424867,?,2.79615091,9.05824577,2.08976807,4.18235539,2.88475281,6.35578019,23.62802987,2.69513015,4.02484584,49.10612103,42.10466988,42.41453816,50.97547277,3.50653594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_381,55.52768452,5.21221349,49.62285374,51.15841518,10.48515372,11.13465127,13.4794109,48.2024549,48.15077191,47.81490195,45.35649516,10.16169526,48.26315633,45.19657625,43.30317084,43.74221258,8.70412901,3.18740549,2.96721366,54.49427461,54.31244021,53.12307597,55.70575685,55.63307311,55.66037881,57.38274934,55.72230201,44.29336428,51.19293049,49.2564283,55.59121099,44.52474604,58.71889183,3.58554389,11.64565155,54.13041895,13.73221479,20.24608619,17.84745918,9.47563312,5.59580276,51.54289101,9.83117197,11.51175609,52.92759563,5.77331921,3.73051625,42.3063935,8.17837993,14.7810229,26.14677661,11.55171758,7.16236364,51.40123739,11.9297352,8.20768726,6.36590612,8.84241139,53.64013788,52.27944545,8.00148014,11.96173432,8.68461508,10.53434119,49.4850204,46.67314431,50.68856096,51.86858684,2.93840453,5.09046131,8.61069583,9.88042219,7.15499967,18.68683263,53.89479297,52.35359516,6.28200269,55.01277634,9.12605089,7.18282189,17.95816781,8.08919531,5.27167301,4.62373712,51.471381,5.71697407,13.90046738,5.080421,9.87755591,6.17970742,7.64163299,49.9338287,7.26181099,5.8171404,7.37593595,49.90940561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_380,7.23651853,55.62118005,3.77329129,50.09548317,7.73711507,49.97636048,12.26071612,46.4117972,48.23950609,48.48252798,9.15707255,4.11171869,50.0253494,48.45468425,49.52712306,49.97409213,2.40688476,41.0047782,38.01835633,55.43071123,55.70744308,5.88410788,7.26968678,7.26968678,54.76424783,7.26968678,7.26968678,5.23484953,4.84244244,46.24233955,54.6480546,4.58764423,15.79697508,3.72970155,46.72956006,46.99991756,3.88258351,9.35705537,5.10655892,4.7355041,4.8433391,3.42745067,5.45216097,11.10956652,42.3682367,49.82238606,54.66537564,49.12333286,47.97986635,48.72694721,43.08175398,3.70290656,4.11281011,49.03189255,49.09657412,4.56744037,5.69958587,55.82454545,5.40451773,8.56198092,2.727571,2.4654954,46.6791514,10.61303245,44.03132267,45.86207927,12.57626927,48.3480701,5.88076522,8.20270324,3.53945625,4.06671032,41.63019596,6.53648662,44.47448804,44.5529019,47.82529561,6.24940419,49.99898576,51.06432521,3.55859744,4.7801321,5.3890486,48.60658432,45.12347443,49.48979863,48.98515933,50.52302743,6.12221562,48.67106209,51.46148806,12.84148385,26.41089411,44.4672852,49.90341723,2.92916005,49.72369034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
