,Sequence_221,Sequence_220,Sequence_219,Sequence_218,Sequence_217,Sequence_216,Sequence_215,Sequence_214,Sequence_213,Sequence_212,Sequence_211,Sequence_210,Sequence_209,Sequence_208,Sequence_207,Sequence_206,Sequence_205,Sequence_204,Sequence_203,Sequence_202,Sequence_201,Sequence_200,Sequence_199,Sequence_198,Sequence_197,Sequence_196,Sequence_195,Sequence_194,Sequence_193,Sequence_192,Sequence_191,Sequence_190,Sequence_189,Sequence_188,Sequence_187,Sequence_186,Sequence_185,Sequence_184,Sequence_183,Sequence_182,Sequence_181,Sequence_180,Sequence_179,Sequence_178,Sequence_177,Sequence_176,Sequence_175,Sequence_174,Sequence_173,Sequence_172,Sequence_171,Sequence_170,Sequence_169,Sequence_168,Sequence_167,Sequence_166,Sequence_165,Sequence_164,Sequence_163,Sequence_162,Sequence_161,Sequence_160,Sequence_159,Sequence_158,Sequence_157,Sequence_156,Sequence_155,Sequence_154,Sequence_153,Sequence_152,Sequence_151,Sequence_150,Sequence_149,Sequence_148,Sequence_147,Sequence_146,Sequence_145,Sequence_144,Sequence_143,Sequence_142,Sequence_141,Sequence_140,Sequence_139,Sequence_138,Sequence_137,Sequence_136,Sequence_135,Sequence_134,Sequence_133,Sequence_132,Sequence_131,Sequence_130,Sequence_129,Sequence_128,Sequence_127,Sequence_126,Sequence_125,Sequence_124,Sequence_123,Sequence_122,Sequence_121,Sequence_120,Sequence_119,Sequence_118,Sequence_117,Sequence_116,Sequence_115,Sequence_114,Sequence_113,Sequence_112,Sequence_111,Sequence_110,Sequence_109,Sequence_108,Sequence_107,Sequence_106,Sequence_105,Sequence_104,Sequence_103,Sequence_102,Sequence_101,Sequence_100,Sequence_99,Sequence_98,Sequence_97,Sequence_96,Sequence_95,Sequence_94,Sequence_93,Sequence_92,Sequence_91,Sequence_90,Sequence_89,Sequence_88,Sequence_87,Sequence_86,Sequence_85,Sequence_84,Sequence_83,Sequence_82,Sequence_81,Sequence_80,Sequence_79,Sequence_78,Sequence_77,Sequence_76,Sequence_75,Sequence_74,Sequence_73,Sequence_72,Sequence_71,Sequence_70,Sequence_69,Sequence_68,Sequence_67,Sequence_66,Sequence_65,Sequence_64,Sequence_63,Sequence_62,Sequence_61,Sequence_60,Sequence_59,Sequence_58,Sequence_57,Sequence_56,Sequence_55,Sequence_54,Sequence_53,Sequence_52,Sequence_51,Sequence_50,Sequence_49,Sequence_48,Sequence_47,Sequence_46,Sequence_45,Sequence_44,Sequence_43,Sequence_42,Sequence_41,Sequence_40,Sequence_39,Sequence_38,Sequence_37,Sequence_36,Sequence_35,Sequence_34,Sequence_33,Sequence_32,Sequence_31,Sequence_30,Sequence_29,Sequence_28,Sequence_27,Sequence_26,Sequence_25,Sequence_24,Sequence_23,Sequence_22,Sequence_21,Sequence_20,Sequence_19,Sequence_18,Sequence_17,Sequence_16,Sequence_15,Sequence_14,Sequence_13,Sequence_12,Sequence_11,Sequence_10,Sequence_9,Sequence_8,Sequence_7,Sequence_6,Sequence_5,Sequence_4,Sequence_3,Sequence_2
Sequence_206,51.30662816,50.07785312,51.18627282,40.92895476,44.91066602,42.30055158,57.93006763,48.16854129,?,47.87428955,50.74145136,1.87255207,48.44752133,44.05376121,1.10492919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_205,52.17732192,50.14930093,52.0527189,48.56446173,50.22225321,48.7936957,58.00822297,9.83867616,6.24368493,4.61733166,50.09332134,50.45695479,0.86287992,7.01821531,37.35103,3.58183363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_204,51.48481131,42.32443318,51.1188186,45.28651066,46.67483655,46.94984695,56.531428,44.61057123,43.91049586,44.49404096,49.39557419,49.71856344,19.61971946,48.48098812,1.61325165,3.54735138,39.07521413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_203,9.75329307,54.28115053,10.79987069,58.23376018,56.6604401,58.3275773,1.12148598,59.04655502,59.04655502,8.59499325,10.18398723,11.04415095,58.62459113,55.4043554,2.87255169,58.2102317,58.63525647,58.76404111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_202,2.3969004,4.34111083,1.63300959,0.77626021,0.28087523,0.28087523,4.47950394,18.05023737,15.91338098,6.24284764,4.20927309,2.20651228,46.81432534,48.54463701,47.35499917,40.05255553,47.33689551,44.5407986,56.80595167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_201,2.79286851,8.3651983,2.66270497,1.8029413,2.61196768,1.80127584,13.22706195,53.02641,53.02641,14.05425595,3.25082344,2.53966563,48.687063,46.42929501,49.35403629,2.68932005,3.14856103,47.73706266,59.95464847,2.53563597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_200,10.38562415,53.24795406,12.13586394,58.46939675,57.08335081,58.53293921,5.03747381,57.41680366,57.80079915,8.69585448,11.23835441,11.38612913,54.36891101,52.47121212,52.77162659,56.41051389,54.69513331,57.68219399,1.96784464,55.22986405,60.13651896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_199,51.4198501,49.77956229,52.87258492,2.23880674,3.49520762,3.49520762,57.68217813,53.87076537,53.92266446,48.92146762,46.32100949,47.00313708,14.97961863,49.9076258,6.67614178,8.34743354,37.8617343,6.19981472,57.90768171,5.65508507,5.77261801,55.81583608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_198,1.40718887,3.9762179,2.31918484,4.82238411,4.45323693,4.68171966,4.67013014,55.32522004,55.32522004,4.16908793,0.000001,0.16633968,52.17732192,8.55402524,51.74217751,52.78735655,53.42061992,51.9173482,10.18398723,4.30269641,3.25082344,10.47800135,46.46308543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_197,4.00941747,3.40287283,1.67379192,1.78706293,1.58561311,1.39195215,5.43676972,3.59455997,4.91122747,8.98483794,5.16248069,3.48740931,50.96421548,50.53207492,45.8039642,36.6120988,47.85359515,47.07333746,58.73916732,1.55406644,3.48061477,56.60725888,48.85223089,4.57588631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_196,2.23596688,6.01293656,1.38132428,4.22157337,2.77907603,3.74162298,1.86902778,55.18921831,55.1961262,4.59022406,3.6727609,2.92120109,56.27357986,50.47186026,53.21098657,2.39118826,55.43047505,56.30066098,4.50070179,3.91840041,2.26101866,6.42939013,54.38152853,2.74345016,5.14876605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_195,2.90693333,8.07078814,2.18531768,2.87761935,2.4522382,2.4522382,7.75352741,8.0618593,7.41312512,4.02002342,4.87860907,3.59117384,11.10715478,4.08192947,52.53835479,51.02188683,6.06628074,52.41597314,14.10202886,2.60791095,6.19232887,12.04716058,51.08047521,3.54771761,6.54053071,2.70924453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_194,6.20819444,8.24879613,2.1056425,3.36620785,2.06492246,5.44568295,3.50129773,4.00285253,10.83452097,4.61493902,11.76892678,7.30927932,54.03365216,54.17914921,58.92519212,58.76778124,52.43031993,59.35804704,5.34855791,4.75373883,29.04577822,3.82116008,57.76432606,12.24523936,7.62041685,1.78301489,3.33522862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_193,51.10669525,6.2230007,3.64023386,4.19992397,4.08478839,3.32265331,7.70294254,10.04457641,10.04457641,1.16371119,47.84366101,6.62731192,3.03920578,45.86803853,9.42040928,9.33401303,2.29491259,7.83151023,57.63545461,3.08228087,8.39757898,55.74306769,4.83329571,49.13305145,5.35269881,1.02676975,6.7020976,4.34377701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_192,4.33024022,4.81218925,1.72393496,1.15852055,1.79561759,0.85400276,6.75609198,5.73693437,5.24558781,9.43042749,5.97126743,2.91641557,9.72114339,48.05426771,47.4560524,40.8649956,47.47597973,42.22236884,59.52374124,1.48926816,2.51042514,57.79111194,47.07871067,4.93658591,0.46154663,6.50024949,5.80195809,10.63546564,5.33200949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_191,15.40683651,3.98036101,12.88952067,46.94403435,47.52189925,47.52189925,50.46334752,56.4860927,55.94892104,6.63930594,47.18608391,3.10354152,42.23850329,8.52059581,4.57031337,2.3344274,38.03195949,1.78328115,51.35857224,43.30420211,52.17762896,48.36393964,22.38781255,3.36227496,51.0609757,2.43833506,7.23847144,4.11589663,6.77506329,49.25635223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_190,50.45845167,43.13509718,49.75128827,1.51676846,1.23247565,3.23651403,57.01164449,2.31557268,3.35862135,6.26090173,49.11681574,49.79379949,49.86322526,51.77279212,4.10005103,3.13718812,7.50408839,2.00954125,58.6845013,7.75367819,35.00725825,56.95450308,3.07450691,51.36668604,0.99089236,56.18445594,52.45575235,59.52761284,5.58064316,4.30148324,2.82699207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_189,3.19040233,4.55440939,3.04516848,5.36263945,5.09572292,4.99917266,31.12063119,56.15946682,55.57539908,5.93031075,3.75923339,3.4195003,47.98694077,46.91236222,48.22065859,45.7384991,47.09520319,47.04713895,38.54578018,4.69804229,6.65010419,3.04919156,44.37001781,2.5696291,3.94881677,14.89891821,3.86895781,55.79936268,44.80128501,4.82396753,1.74971856,43.15783813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_188,2.17326398,49.83038208,3.25171414,6.54273835,6.15960839,6.4510789,10.4695997,56.23345116,55.68851311,5.14469184,2.08717976,1.28574283,50.24340507,13.81967313,50.2526911,50.59853827,49.75891381,49.88610397,8.19813018,6.04487631,4.77982083,3.45126818,48.75487879,0.83881986,6.74040423,5.22626234,3.30208146,15.66958933,51.19295572,7.06510019,1.85391142,50.17162094,0.56307373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_187,2.84217956,4.06526643,2.39727878,3.75422055,3.13536986,3.62381412,3.83957795,56.27728736,55.73634423,3.24351028,2.35107932,1.08806288,50.45351689,16.5138793,50.58745582,51.51577593,50.04113506,50.25918727,10.38940487,2.76374241,3.42812203,8.50268118,50.50084173,1.23019913,3.74588228,2.64343759,2.38721562,5.39754778,6.9849142,4.29835326,2.04698932,50.72224282,0.57123569,0.31486407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
